nyc_rats/111685761_gettyimages-1043140558.jpg,0.60979116,0.4865952,outdoors
nyc_rats/01-rats-cities-coronavirus-nationalgeographic_2721591.jpg,0.7953326,0.3083884,outdoors
nyc_rats/03-rats-cities-coronavirus-nationalgeographic_2749196.jpg,0.5416219,0.76841503,night
nyc_rats/03a4b41ae82fa6e705da8b0bf08d8a20.jpg,0.33998814,0.1442503,trash
nyc_rats/050118_Pizza_Rat_web.jpg,0.3988215,0.45198002,pizza
nyc_rats/052912three.jpg,0.7275619,0.67823374,subway
nyc_rats/052918rat1.2e16d0ba.fill-661x496.jpg,0.3518387,0.48168993,subway
nyc_rats/05NATURE1-SUB-superJumbo-v2.jpg,0.46835455,0.43371883,subway
nyc_rats/061218rat.2e16d0ba.fill-661x496.jpg,0.27034235,0.1486663,pizza
nyc_rats/071020_bo_rats_feat-1030x551.jpg,0.5884218,0.83565533,trash
nyc_rats/0hhzxL_0OO1qdO000.jpeg,0.8061371,0.44823134,outdoors
nyc_rats/1000x-1.jpg,0.9228163,0.54587746,indoors
nyc_rats/1106477144_d3cb4983d7_o.jpg,0.39017653,0.062934585,art
nyc_rats/13281300724_67a06f2586_k.jpg,0,0.5988131,union
nyc_rats/13tb-rat02-videoLarge.jpg,0.68366045,0.7612364,nature
nyc_rats/151110202329-pizza-rat-replica-moos-dnt-erin-00000508-large-169.jpg,0.38618132,0.3444215,pizza
nyc_rats/1590381198705.jpg,0.4533171,0.50024825,outdoors
nyc_rats/16704183153_19efcfb8ac_k.jpg,0.20278877,0.6392139,union
nyc_rats/170215-new-york-rat-mn-1010_d2ffbca40c4205201607f01b37c63c8c.fit-760w.jpg,0.8432241,0.47262084,outdoors
nyc_rats/180918-flood-rat-new-york-city.png,0.33776304,0.30410758,subway
nyc_rats/200413-rat-new-york-subway-cs-855a_266543d40f593bb28db1256551fefc18.fit-760w.jpg,0.46752894,0.07568994,subway
nyc_rats/20256402849_ed580ec96e_h.jpg,0.3810294,0.6567803,art
nyc_rats/2118868_061917-wabc-raw-brooklyn-rat-trash-3-pics.jpg,0.5090107,0.36160263,trash
nyc_rats/22690209785_da683cf5e6_k.jpg,0.60254174,0.19173773,night
nyc_rats/22879253869_53e46b66eb_k.jpg,0.17074968,0.7829868,union
nyc_rats/22879260209_ee75ea1af3_k.jpg,0.04239227,0.7704104,union
nyc_rats/23._Rats1.jpg,0.9570603,0.40365136,nature
nyc_rats/2467024537_01bc902b97_k.jpg,0.14904161,0.973649,union
nyc_rats/28300840285_b2520143fb_b.jpg,0.04391074,0.7384395,union
nyc_rats/2866.jpg,0.67451173,0.56037647,outdoors
nyc_rats/2929928050_4e2a9ed383_h.jpg,0.22427611,0.42009234,art
nyc_rats/2930975001_ac75bcd919_k.jpg,0.23137864,0.3903355,art
nyc_rats/29906170001_5780586533001_5780576605001-vs.jpg,0.44463345,0.3870072,pizza
nyc_rats/33419807728_4a2f3002ff_c.jpg,0.14902915,0.6144127,union
nyc_rats/35153080463_bc353ae7ef_k.jpg,0.05230716,0.31798017,union
nyc_rats/352087_101514-wabc-richardson-ratstudy4pm-video.jpg,0.54620886,0.6062808,outdoors
nyc_rats/3555888_3249593885_b.jpg,0.12713559,0.7900487,union
nyc_rats/360_rats_1215.jpg,0.93921477,0.56140274,outdoors
nyc_rats/3606644359_95fdf4ccee_k.jpg,0.11378495,0.64939046,union
nyc_rats/37547668664_f44a8669af_c.jpg,0.30894208,0.57367206,union
nyc_rats/37974493624_0855138136_k.jpg,0.11942282,0.88592994,union
nyc_rats/417983951_faab436d77_o.jpg,0.5870587,0.54900694,indoors
nyc_rats/452957904205cbabf678e469aacb03e0fd-15-rat.jpg,0.62028074,0.33372846,night
nyc_rats/4557439363_b710edcb10_c.jpg,0.27607703,0.48558497,art
nyc_rats/4718900893_eedc5c3f2c_k.jpg,0.28729165,0.3618446,art
nyc_rats/50073668072_9a6ec524ae_c.jpg,0.123366475,0.57136303,union
nyc_rats/508247-1538946318-wide.jpg,0.35301548,0.8338964,subway
nyc_rats/545bf02969bedd4211f16fce.jpeg,0.056576136,0.42498282,union
nyc_rats/5475004682_f5e84619c7_c.jpg,0.182747,0.70174915,union
nyc_rats/560aadb4bd86ef13008bdc7a.jpeg,0.76049334,0.7110829,subway
nyc_rats/5650860891_96447b079e_c.jpg,0.29896694,0.7007775,man
nyc_rats/5951554552_21b6441fbd_c.jpg,0.16653131,0.5514258,union
nyc_rats/5e71fded235c1879704310a4.jpeg,0.35476533,0.45310882,subway
nyc_rats/5e94d14db3b09219c834b116.jpeg,0.7471983,0.49855712,outdoors
nyc_rats/635489800290300024-AP-Superstorm-Rats (1).jpg,0.6759596,0.6634019,trash
nyc_rats/6758737913_95bb26a1fc_b.jpg,0.45330846,0.82774967,art
nyc_rats/6857656890_5d1484dba8_z.jpg,0.23704137,0.43797424,art
nyc_rats/6937161465_1fd1c2b614_k.jpg,0.3071716,0.7273202,man
nyc_rats/7-12-17-rat.jpg,0.8222423,0.18356809,outdoors
nyc_rats/7712998102_e8080f0509_k.jpg,0.0635218,0.44278678,union
nyc_rats/8386291839_c41753f2f9_c.jpg,0.06371718,0.67791516,union
nyc_rats/8387395536_56360471f7_c.jpg,0.08179523,0.8080758,union
nyc_rats/8393112828_a13106f20f_k.jpg,0.054827005,0.8851114,union
nyc_rats/9658755823_811cd6ba50_c.jpg,0.23410505,0.27115494,art
nyc_rats/a-rat.jpg,0.81719404,0.74840134,indoors
nyc_rats/AUE2R4NONNISUXRYRI6LSPLJZE.jpg,0.93773305,0.4622408,nature
nyc_rats/B3-DQ013_NYRATS_GR_20190404135231.jpg,0.7677838,0.41546473,nature
nyc_rats/beer_rat.jpg,0.62601703,0.22207138,pizza
nyc_rats/d0308d7ae3635ccd1917bbe6a5b7e074.jpg,0.4704971,0.565372,nature
nyc_rats/depositphotos_112751264-stock-photo-man-rides-nyc-subway-with.jpg,0.2965492,0.8135985,man
nyc_rats/download (1).jpeg,1,0.49743757,outdoors
nyc_rats/download (2).jpeg,0.58578247,0.56626964,outdoors
nyc_rats/download (3).jpeg,0.92286855,0.4699318,outdoors
nyc_rats/download (4).jpeg,0.6716216,0.37861326,nature
nyc_rats/download (5).jpeg,0.98999614,0.50394654,outdoors
nyc_rats/download (6).jpeg,0.70988035,0.65382314,outdoors
nyc_rats/eb54ae13c12c0585e40ce64ab850dd86.jpg,0.26067728,0.56242925,art
nyc_rats/EkQodlKWsAAYmDo.jpeg,0.41707918,0.52991164,subway
nyc_rats/file-20191205-38997-61v6q.jpg,0.6858395,0.9027909,trash
